temperature_k,pressure_kpa,smiles1,x_alpha_1,x_beta_1,smiles2,x_alpha_2,x_beta_2,doi,source_url,source_dataset,source_point,source_excel_row
293.12,2506.0,C(C(F)(F)F)(F)(F)F,0.341,0.793,CCCCC=C,0.659,0.20699999999999996,10.1016/j.jct.2017.12.002,https://trc.nist.gov/ThermoML/10.1016/j.jct.2017.12.002.json,"[10, 11]","[0, 0]",2
303.13,3023.0,C(C(F)(F)F)(F)(F)F,0.423,0.749,CCCCC=C,0.577,0.251,10.1016/j.jct.2017.12.002,https://trc.nist.gov/ThermoML/10.1016/j.jct.2017.12.002.json,"[10, 11]","[1, 1]",3
333.15,100.0,CC(C)CC(=O)C,0.8109,0.0023,O,0.18910000000000005,0.9977,10.1016/j.fluid.2016.11.005,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2016.11.005.json,"[4, 3]","[0, 0]",4
343.15,100.0,CC(C)CC(=O)C,0.741,0.0022,O,0.259,0.9978,10.1016/j.fluid.2016.11.005,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2016.11.005.json,"[4, 3]","[1, 1]",5
353.15,100.0,CC(C)CC(=O)C,0.6924,0.0019,O,0.3076,0.9981,10.1016/j.fluid.2016.11.005,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2016.11.005.json,"[4, 3]","[2, 2]",6
288.15,101.0,CC(C)OC(C)C,0.9758,0.0012,O,0.0242,0.9988,10.1016/j.fluid.2008.04.010,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2008.04.010.json,"[7, 8]","[0, 0]",7
293.15,101.0,CC(C)OC(C)C,0.973,0.0016,O,0.027000000000000024,0.9984,10.1016/j.fluid.2008.04.010,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2008.04.010.json,"[7, 8]","[1, 1]",8
298.15,101.0,CC(C)OC(C)C,0.9709,0.0018,O,0.029100000000000015,0.9982,10.1016/j.fluid.2008.04.010,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2008.04.010.json,"[7, 8]","[2, 2]",9
303.15,101.0,CC(C)OC(C)C,0.9668,0.0023,O,0.03320000000000001,0.9977,10.1016/j.fluid.2008.04.010,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2008.04.010.json,"[7, 8]","[3, 3]",10
308.15,101.0,CC(C)OC(C)C,0.9634,0.0025,O,0.036599999999999966,0.9975,10.1016/j.fluid.2008.04.010,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2008.04.010.json,"[7, 8]","[4, 4]",11
313.15,101.0,CC(C)OC(C)C,0.9612,0.0028,O,0.038799999999999946,0.9972,10.1016/j.fluid.2008.04.010,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2008.04.010.json,"[7, 8]","[5, 5]",12
318.15,101.0,CC(C)OC(C)C,0.9545,0.0035,O,0.045499999999999985,0.9965,10.1016/j.fluid.2008.04.010,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2008.04.010.json,"[7, 8]","[6, 6]",13
323.15,101.0,CC(C)OC(C)C,0.949,0.0049,O,0.051000000000000045,0.9951,10.1016/j.fluid.2008.04.010,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2008.04.010.json,"[7, 8]","[7, 7]",14
283.2,101.3,O,0.242,0.999,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.758,0.0010000000000000009,10.1016/j.jct.2017.11.006,https://trc.nist.gov/ThermoML/10.1016/j.jct.2017.11.006.json,"[3, 2]","[0, 0]",15
303.2,101.3,O,0.331,0.999,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.669,0.0010000000000000009,10.1016/j.jct.2017.11.006,https://trc.nist.gov/ThermoML/10.1016/j.jct.2017.11.006.json,"[3, 2]","[1, 1]",16
323.2,101.3,O,0.42,0.999,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.5800000000000001,0.0010000000000000009,10.1016/j.jct.2017.11.006,https://trc.nist.gov/ThermoML/10.1016/j.jct.2017.11.006.json,"[3, 2]","[2, 2]",17
272.87,2324.0,C(F)(F)F,0.444,0.873,CCCCCC,0.556,0.127,10.1016/j.jct.2015.10.009,https://trc.nist.gov/ThermoML/10.1016/j.jct.2015.10.009.json,"[10, 11]","[0, 0]",18
307.86,101.33,C(CO)O,0.003600000000000048,0.9742,CC1=CC=CC=C1,0.9964,0.025800000000000045,10.1016/j.fluid.2014.11.012,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.11.012.json,"[0, 1]","[0, 0]",19
320.94,101.33,C(CO)O,0.008499999999999952,0.9711,CC1=CC=CC=C1,0.9915,0.028900000000000037,10.1016/j.fluid.2014.11.012,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.11.012.json,"[0, 1]","[1, 1]",20
333.64,101.33,C(CO)O,0.009299999999999975,0.9695,CC1=CC=CC=C1,0.9907,0.03049999999999997,10.1016/j.fluid.2014.11.012,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.11.012.json,"[0, 1]","[2, 2]",21
344.14,101.33,C(CO)O,0.01160000000000005,0.9628,CC1=CC=CC=C1,0.9884,0.03720000000000001,10.1016/j.fluid.2014.11.012,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.11.012.json,"[0, 1]","[3, 3]",22
351.6,101.33,C(CO)O,0.01239999999999997,0.9643,CC1=CC=CC=C1,0.9876,0.035699999999999954,10.1016/j.fluid.2014.11.012,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.11.012.json,"[0, 1]","[4, 4]",23
356.65,101.33,C(CO)O,0.01729999999999998,0.9628,CC1=CC=CC=C1,0.9827,0.03720000000000001,10.1016/j.fluid.2014.11.012,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.11.012.json,"[0, 1]","[5, 5]",24
363.86,101.33,C(CO)O,0.01739999999999997,0.9585,CC1=CC=CC=C1,0.9826,0.04149999999999998,10.1016/j.fluid.2014.11.012,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.11.012.json,"[0, 1]","[6, 6]",25
373.34,101.33,C(CO)O,0.01929999999999998,0.966,CC1=CC=CC=C1,0.9807,0.03400000000000003,10.1016/j.fluid.2014.11.012,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.11.012.json,"[0, 1]","[7, 7]",26
383.13,101.33,C(CO)O,0.02649999999999997,0.962,CC1=CC=CC=C1,0.9735,0.038000000000000034,10.1016/j.fluid.2014.11.012,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.11.012.json,"[0, 1]","[8, 8]",27
389.27,101.33,C(CO)O,0.03010000000000002,0.9586,CC1=CC=CC=C1,0.9699,0.04139999999999999,10.1016/j.fluid.2014.11.012,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.11.012.json,"[0, 1]","[9, 9]",28
398.54,101.33,C(CO)O,0.04259999999999997,0.9539,CC1=CC=CC=C1,0.9574,0.04610000000000003,10.1016/j.fluid.2014.11.012,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.11.012.json,"[0, 1]","[10, 10]",29
404.64,101.33,C(CO)O,0.04959999999999998,0.9501,CC1=CC=CC=C1,0.9504,0.049900000000000055,10.1016/j.fluid.2014.11.012,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.11.012.json,"[0, 1]","[11, 11]",30
411.65,101.33,C(CO)O,0.06459999999999999,0.9339999999999999,CC1=CC=CC=C1,0.9354,0.06600000000000006,10.1016/j.fluid.2014.11.012,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.11.012.json,"[0, 1]","[12, 12]",31
307.95,101.33,Clc1ccccc1Cl,0.0208,0.9856,C(CO)O,0.9792,0.014399999999999968,10.1016/j.fluid.2014.11.012,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.11.012.json,"[2, 3]","[0, 0]",32
319.68,101.33,Clc1ccccc1Cl,0.024,0.9821,C(CO)O,0.976,0.017900000000000027,10.1016/j.fluid.2014.11.012,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.11.012.json,"[2, 3]","[1, 1]",33
332.86,101.33,Clc1ccccc1Cl,0.0243,0.9788,C(CO)O,0.9757,0.021199999999999997,10.1016/j.fluid.2014.11.012,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.11.012.json,"[2, 3]","[2, 2]",34
340.97,101.33,Clc1ccccc1Cl,0.0248,0.9783,C(CO)O,0.9752,0.021700000000000053,10.1016/j.fluid.2014.11.012,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.11.012.json,"[2, 3]","[3, 3]",35
348.07,101.33,Clc1ccccc1Cl,0.0274,0.9763,C(CO)O,0.9726,0.023700000000000054,10.1016/j.fluid.2014.11.012,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.11.012.json,"[2, 3]","[4, 4]",36
355.85,101.33,Clc1ccccc1Cl,0.03,0.9756,C(CO)O,0.97,0.024399999999999977,10.1016/j.fluid.2014.11.012,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.11.012.json,"[2, 3]","[5, 5]",37
363.96,101.33,Clc1ccccc1Cl,0.0322,0.9744,C(CO)O,0.9678,0.025599999999999956,10.1016/j.fluid.2014.11.012,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.11.012.json,"[2, 3]","[6, 6]",38
370.57,101.33,Clc1ccccc1Cl,0.0352,0.971,C(CO)O,0.9648,0.029000000000000026,10.1016/j.fluid.2014.11.012,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.11.012.json,"[2, 3]","[7, 7]",39
381.15,101.33,Clc1ccccc1Cl,0.0396,0.9707,C(CO)O,0.9604,0.029299999999999993,10.1016/j.fluid.2014.11.012,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.11.012.json,"[2, 3]","[8, 8]",40
389.57,101.33,Clc1ccccc1Cl,0.0424,0.9683,C(CO)O,0.9576,0.03169999999999995,10.1016/j.fluid.2014.11.012,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.11.012.json,"[2, 3]","[9, 9]",41
307.38,101.33,CC(O)CO,0.9211,0.03129999999999999,Clc1ccccc1Cl,0.07889999999999997,0.9687,10.1016/j.fluid.2014.11.012,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.11.012.json,"[4, 5]","[0, 0]",42
317.07,101.33,CC(O)CO,0.9166,0.03259999999999996,Clc1ccccc1Cl,0.08340000000000003,0.9674,10.1016/j.fluid.2014.11.012,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.11.012.json,"[4, 5]","[1, 1]",43
327.73,101.33,CC(O)CO,0.9155,0.0333,Clc1ccccc1Cl,0.08450000000000002,0.9667,10.1016/j.fluid.2014.11.012,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.11.012.json,"[4, 5]","[2, 2]",44
340.93,101.33,CC(O)CO,0.9042,0.0333,Clc1ccccc1Cl,0.0958,0.9667,10.1016/j.fluid.2014.11.012,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.11.012.json,"[4, 5]","[3, 3]",45
349.06,101.33,CC(O)CO,0.8939,0.03600000000000003,Clc1ccccc1Cl,0.10609999999999997,0.964,10.1016/j.fluid.2014.11.012,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.11.012.json,"[4, 5]","[4, 4]",46
360.07,101.33,CC(O)CO,0.8843,0.0413,Clc1ccccc1Cl,0.11570000000000003,0.9587,10.1016/j.fluid.2014.11.012,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.11.012.json,"[4, 5]","[5, 5]",47
298.57,101.33,CC(O)CO,0.1399,0.9376,C1=CC=C(C=C1)[N+](=O)[O-],0.8601,0.06240000000000001,10.1016/j.fluid.2014.11.012,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.11.012.json,"[6, 7]","[0, 0]",48
308.34,101.33,CC(O)CO,0.1445,0.9236,C1=CC=C(C=C1)[N+](=O)[O-],0.8555,0.07640000000000002,10.1016/j.fluid.2014.11.012,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.11.012.json,"[6, 7]","[1, 1]",49
311.02,101.33,CC(O)CO,0.1485,0.9159,C1=CC=C(C=C1)[N+](=O)[O-],0.8515,0.08409999999999995,10.1016/j.fluid.2014.11.012,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.11.012.json,"[6, 7]","[2, 2]",50
320.27,101.33,CC(O)CO,0.1519,0.8979,C1=CC=C(C=C1)[N+](=O)[O-],0.8481,0.10209999999999997,10.1016/j.fluid.2014.11.012,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.11.012.json,"[6, 7]","[3, 3]",51
326.54,101.33,CC(O)CO,0.1534,0.881,C1=CC=C(C=C1)[N+](=O)[O-],0.8466,0.119,10.1016/j.fluid.2014.11.012,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.11.012.json,"[6, 7]","[4, 4]",52
334.24,101.33,CC(O)CO,0.155,0.8626,C1=CC=C(C=C1)[N+](=O)[O-],0.845,0.13739999999999997,10.1016/j.fluid.2014.11.012,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.11.012.json,"[6, 7]","[5, 5]",53
338.18,101.33,CC(O)CO,0.1566,0.8514,C1=CC=C(C=C1)[N+](=O)[O-],0.8434,0.14859999999999995,10.1016/j.fluid.2014.11.012,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.11.012.json,"[6, 7]","[6, 6]",54
346.43,101.33,CC(O)CO,0.1602,0.8333,C1=CC=C(C=C1)[N+](=O)[O-],0.8398,0.16669999999999996,10.1016/j.fluid.2014.11.012,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.11.012.json,"[6, 7]","[7, 7]",55
350.54,101.33,CC(O)CO,0.1627,0.8043,C1=CC=C(C=C1)[N+](=O)[O-],0.8372999999999999,0.19569999999999999,10.1016/j.fluid.2014.11.012,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.11.012.json,"[6, 7]","[8, 8]",56
311.45,101.33,C1=CC=C(C=C1)[N+](=O)[O-],0.0427,0.9463,C(CO)O,0.9573,0.05369999999999997,10.1016/j.fluid.2014.11.012,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.11.012.json,"[8, 9]","[0, 0]",57
319.68,101.33,C1=CC=C(C=C1)[N+](=O)[O-],0.0444,0.9286,C(CO)O,0.9556,0.07140000000000002,10.1016/j.fluid.2014.11.012,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.11.012.json,"[8, 9]","[1, 1]",58
328.94,101.33,C1=CC=C(C=C1)[N+](=O)[O-],0.0464,0.9115,C(CO)O,0.9536,0.08850000000000002,10.1016/j.fluid.2014.11.012,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.11.012.json,"[8, 9]","[2, 2]",59
340.14,101.33,C1=CC=C(C=C1)[N+](=O)[O-],0.0536,0.8929,C(CO)O,0.9464,0.10709999999999997,10.1016/j.fluid.2014.11.012,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.11.012.json,"[8, 9]","[3, 3]",60
349.56,101.33,C1=CC=C(C=C1)[N+](=O)[O-],0.0623,0.8699,C(CO)O,0.9377,0.1301,10.1016/j.fluid.2014.11.012,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.11.012.json,"[8, 9]","[4, 4]",61
358.54,101.33,C1=CC=C(C=C1)[N+](=O)[O-],0.0739,0.8411,C(CO)O,0.9261,0.15890000000000004,10.1016/j.fluid.2014.11.012,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.11.012.json,"[8, 9]","[5, 5]",62
368.64,101.33,C1=CC=C(C=C1)[N+](=O)[O-],0.0832,0.8101,C(CO)O,0.9168000000000001,0.18989999999999996,10.1016/j.fluid.2014.11.012,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.11.012.json,"[8, 9]","[6, 6]",63
377.54,101.33,C1=CC=C(C=C1)[N+](=O)[O-],0.096,0.7757,C(CO)O,0.904,0.22430000000000005,10.1016/j.fluid.2014.11.012,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.11.012.json,"[8, 9]","[7, 7]",64
386.54,101.33,C1=CC=C(C=C1)[N+](=O)[O-],0.0999,0.7547,C(CO)O,0.9001,0.24529999999999996,10.1016/j.fluid.2014.11.012,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.11.012.json,"[8, 9]","[8, 8]",65
313.15,101.3,CCCCO,0.484,0.019,O,0.516,0.981,10.1016/j.jct.2014.07.021,https://trc.nist.gov/ThermoML/10.1016/j.jct.2014.07.021.json,"[4, 3]","[0, 0]",66
365.85,101.3,CCCCO,0.362,0.021,O,0.638,0.979,10.1016/j.jct.2014.07.021,https://trc.nist.gov/ThermoML/10.1016/j.jct.2014.07.021.json,"[4, 3]","[1, 1]",67
283.15,101.3,CCOC(=O)C,0.8915,0.01859999999999995,O,0.10850000000000004,0.9814,10.1016/j.fluid.2005.08.009,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2005.08.009.json,"[0, 1]","[0, 0]",68
298.15,101.3,CCOC(=O)C,0.872,0.01419999999999999,O,0.128,0.9858,10.1016/j.fluid.2005.08.009,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2005.08.009.json,"[0, 1]","[1, 1]",69
313.15,101.3,CCOC(=O)C,0.831,0.01419999999999999,O,0.16900000000000004,0.9858,10.1016/j.fluid.2005.08.009,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2005.08.009.json,"[0, 1]","[2, 2]",70
303.2,100.0,CC1=CC=C(C=C1)C,0.99699,3.28e-05,O,0.003009999999999957,0.9999672,10.1016/j.jct.2011.12.009,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.009.json,"[1, 0]","[0, 0]",71
323.2,100.0,CC1=CC=C(C=C1)C,0.99532,3.87e-05,O,0.0046800000000000175,0.9999613,10.1016/j.jct.2011.12.009,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.009.json,"[1, 0]","[1, 1]",72
343.2,100.0,CC1=CC=C(C=C1)C,0.9927,5.07e-05,O,0.007299999999999973,0.9999493,10.1016/j.jct.2011.12.009,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.009.json,"[1, 0]","[2, 2]",73
308.2,100.0,CCCCCCCCCCCCCCCC(=O)OC,0.9636,9.42e-07,O,0.03639999999999999,0.999999058,10.1016/j.jct.2011.12.009,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.009.json,"[3, 2]","[0, 0]",74
323.2,100.0,CCCCCCCCCCCCCCCC(=O)OC,0.9607,1.34e-06,O,0.0393,0.99999866,10.1016/j.jct.2011.12.009,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.009.json,"[3, 2]","[1, 1]",75
343.2,100.0,CCCCCCCCCCCCCCCC(=O)OC,0.9542,2.18e-06,O,0.04579999999999995,0.99999782,10.1016/j.jct.2011.12.009,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.009.json,"[3, 2]","[2, 2]",76
353.15,63.9761,CCOC(=O)OCC,0.6396,0.0514,O,0.36040000000000005,0.9486,10.1016/j.fluid.2012.11.026,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2012.11.026.json,"[9, 10]","[0, 0]",77
363.15,90.4463,CCOC(=O)OCC,0.6369,0.03500000000000003,O,0.3631,0.965,10.1016/j.fluid.2012.11.026,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2012.11.026.json,"[9, 10]","[1, 1]",78
323.15,101.3,C(CO)O,0.007800000000000029,0.9719,CC1=CC=CC=C1,0.9922,0.028100000000000014,10.1016/j.jct.2017.07.029,https://trc.nist.gov/ThermoML/10.1016/j.jct.2017.07.029.json,"[4, 5]","[0, 0]",79
298.15,101.3,CCCCCCCCCC,0.001299999999999968,0.9887,O,0.9987,0.011299999999999977,10.1016/j.fluid.2010.04.016,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2010.04.016.json,"[13, 12]","[0, 0]",80
298.15,101.3,CCCCCCCCN(CCCCCCCC)CCCCCCCC,0.0039,0.9741,O,0.9961,0.025900000000000034,10.1016/j.fluid.2010.04.016,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2010.04.016.json,"[14, 15]","[0, 0]",81
348.2,100.0,CCCCCCC,0.9951,0.0118,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,0.0049000000000000155,0.9882,10.1016/j.fluid.2006.07.002,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2006.07.002.json,"[0, 1]","[0, 1]",82
313.2,100.0,CC1=CC=CC=C1,0.9675,0.0066,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,0.03249999999999997,0.9934,10.1016/j.fluid.2006.07.002,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2006.07.002.json,"[4, 5]","[0, 0]",83
348.2,100.0,CC1=CC=CC=C1,0.9627,0.0087,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,0.0373,0.9913,10.1016/j.fluid.2006.07.002,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2006.07.002.json,"[4, 5]","[1, 1]",84
348.2,100.0,CCCCCCC,0.9947,0.0012,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,0.005299999999999971,0.9988,10.1016/j.fluid.2006.07.002,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2006.07.002.json,"[6, 7]","[0, 0]",85
308.15,12400.0,CO,0.249,0.803,CCCCCC,0.751,0.19699999999999995,10.1016/j.fluid.2005.12.029,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2005.12.029.json,"[1, 2]","[0, 0]",86
294.844,101.0,N#Cc1ccccc1,0.37,0.867,CCCCCCCCCCCCCCCC,0.63,0.133,10.1016/j.jct.2005.08.005,https://trc.nist.gov/ThermoML/10.1016/j.jct.2005.08.005.json,"[5, 6]","[0, 0]",87
295.948,101.0,N#Cc1ccccc1,0.386,0.861,CCCCCCCCCCCCCCCC,0.614,0.139,10.1016/j.jct.2005.08.005,https://trc.nist.gov/ThermoML/10.1016/j.jct.2005.08.005.json,"[5, 6]","[1, 1]",88
296.831,101.0,N#Cc1ccccc1,0.403,0.855,CCCCCCCCCCCCCCCC,0.597,0.14500000000000002,10.1016/j.jct.2005.08.005,https://trc.nist.gov/ThermoML/10.1016/j.jct.2005.08.005.json,"[5, 6]","[2, 2]",89
297.599,101.0,N#Cc1ccccc1,0.413,0.85,CCCCCCCCCCCCCCCC,0.587,0.15000000000000002,10.1016/j.jct.2005.08.005,https://trc.nist.gov/ThermoML/10.1016/j.jct.2005.08.005.json,"[5, 6]","[3, 3]",90
298.318,101.0,N#Cc1ccccc1,0.423,0.845,CCCCCCCCCCCCCCCC,0.577,0.15500000000000003,10.1016/j.jct.2005.08.005,https://trc.nist.gov/ThermoML/10.1016/j.jct.2005.08.005.json,"[5, 6]","[4, 4]",91
299.063,101.0,N#Cc1ccccc1,0.434,0.839,CCCCCCCCCCCCCCCC,0.5660000000000001,0.16100000000000003,10.1016/j.jct.2005.08.005,https://trc.nist.gov/ThermoML/10.1016/j.jct.2005.08.005.json,"[5, 6]","[5, 5]",92
299.077,101.0,N#Cc1ccccc1,0.436,0.838,CCCCCCCCCCCCCCCC,0.5640000000000001,0.16200000000000003,10.1016/j.jct.2005.08.005,https://trc.nist.gov/ThermoML/10.1016/j.jct.2005.08.005.json,"[5, 6]","[6, 6]",93
299.753,101.0,N#Cc1ccccc1,0.45,0.832,CCCCCCCCCCCCCCCC,0.55,0.16800000000000004,10.1016/j.jct.2005.08.005,https://trc.nist.gov/ThermoML/10.1016/j.jct.2005.08.005.json,"[5, 6]","[7, 7]",94
300.395,101.0,N#Cc1ccccc1,0.464,0.826,CCCCCCCCCCCCCCCC,0.536,0.17400000000000004,10.1016/j.jct.2005.08.005,https://trc.nist.gov/ThermoML/10.1016/j.jct.2005.08.005.json,"[5, 6]","[8, 8]",95
300.914,101.0,N#Cc1ccccc1,0.473,0.82,CCCCCCCCCCCCCCCC,0.527,0.18000000000000005,10.1016/j.jct.2005.08.005,https://trc.nist.gov/ThermoML/10.1016/j.jct.2005.08.005.json,"[5, 6]","[9, 9]",96
301.396,101.0,N#Cc1ccccc1,0.489,0.814,CCCCCCCCCCCCCCCC,0.511,0.18600000000000005,10.1016/j.jct.2005.08.005,https://trc.nist.gov/ThermoML/10.1016/j.jct.2005.08.005.json,"[5, 6]","[10, 10]",97
301.809,101.0,N#Cc1ccccc1,0.496,0.808,CCCCCCCCCCCCCCCC,0.504,0.19199999999999995,10.1016/j.jct.2005.08.005,https://trc.nist.gov/ThermoML/10.1016/j.jct.2005.08.005.json,"[5, 6]","[11, 11]",98
302.2,101.0,N#Cc1ccccc1,0.51,0.802,CCCCCCCCCCCCCCCC,0.49,0.19799999999999995,10.1016/j.jct.2005.08.005,https://trc.nist.gov/ThermoML/10.1016/j.jct.2005.08.005.json,"[5, 6]","[12, 12]",99
302.557,101.0,N#Cc1ccccc1,0.518,0.796,CCCCCCCCCCCCCCCC,0.482,0.20399999999999996,10.1016/j.jct.2005.08.005,https://trc.nist.gov/ThermoML/10.1016/j.jct.2005.08.005.json,"[5, 6]","[13, 13]",100
302.909,101.0,N#Cc1ccccc1,0.531,0.788,CCCCCCCCCCCCCCCC,0.469,0.21199999999999997,10.1016/j.jct.2005.08.005,https://trc.nist.gov/ThermoML/10.1016/j.jct.2005.08.005.json,"[5, 6]","[14, 14]",101
303.2,101.0,N#Cc1ccccc1,0.542,0.781,CCCCCCCCCCCCCCCC,0.45799999999999996,0.21899999999999997,10.1016/j.jct.2005.08.005,https://trc.nist.gov/ThermoML/10.1016/j.jct.2005.08.005.json,"[5, 6]","[15, 15]",102
303.428,101.0,N#Cc1ccccc1,0.553,0.774,CCCCCCCCCCCCCCCC,0.44699999999999995,0.22599999999999998,10.1016/j.jct.2005.08.005,https://trc.nist.gov/ThermoML/10.1016/j.jct.2005.08.005.json,"[5, 6]","[16, 16]",103
303.429,101.0,N#Cc1ccccc1,0.551,0.775,CCCCCCCCCCCCCCCC,0.44899999999999995,0.22499999999999998,10.1016/j.jct.2005.08.005,https://trc.nist.gov/ThermoML/10.1016/j.jct.2005.08.005.json,"[5, 6]","[17, 17]",104
303.644,101.0,N#Cc1ccccc1,0.564,0.767,CCCCCCCCCCCCCCCC,0.43600000000000005,0.23299999999999998,10.1016/j.jct.2005.08.005,https://trc.nist.gov/ThermoML/10.1016/j.jct.2005.08.005.json,"[5, 6]","[18, 18]",105
303.818,101.0,N#Cc1ccccc1,0.573,0.761,CCCCCCCCCCCCCCCC,0.42700000000000005,0.239,10.1016/j.jct.2005.08.005,https://trc.nist.gov/ThermoML/10.1016/j.jct.2005.08.005.json,"[5, 6]","[19, 19]",106
303.965,101.0,N#Cc1ccccc1,0.583,0.754,CCCCCCCCCCCCCCCC,0.41700000000000004,0.246,10.1016/j.jct.2005.08.005,https://trc.nist.gov/ThermoML/10.1016/j.jct.2005.08.005.json,"[5, 6]","[20, 20]",107
304.087,101.0,N#Cc1ccccc1,0.592,0.746,CCCCCCCCCCCCCCCC,0.40800000000000003,0.254,10.1016/j.jct.2005.08.005,https://trc.nist.gov/ThermoML/10.1016/j.jct.2005.08.005.json,"[5, 6]","[21, 21]",108
304.203,101.0,N#Cc1ccccc1,0.606,0.736,CCCCCCCCCCCCCCCC,0.394,0.264,10.1016/j.jct.2005.08.005,https://trc.nist.gov/ThermoML/10.1016/j.jct.2005.08.005.json,"[5, 6]","[22, 22]",109
304.268,101.0,N#Cc1ccccc1,0.616,0.729,CCCCCCCCCCCCCCCC,0.384,0.271,10.1016/j.jct.2005.08.005,https://trc.nist.gov/ThermoML/10.1016/j.jct.2005.08.005.json,"[5, 6]","[23, 23]",110
